Metric,Metric_Type,Test_Type,p_value,Effect_Size,Significance,Good_MOCA_N,Good_MOCA_Mean,Good_MOCA_Std,Good_MOCA_Median,Bad_MOCA_N,Bad_MOCA_Mean,Bad_MOCA_Std,Bad_MOCA_Median,Normality_Assumption,Additional_Info,Mean_Difference,Median_Difference
ActualFS,technical,Mann-Whitney U,0.015158092427221204,0.10609299749879385,*,456,1.0504699576524825,0.6053875645709746,0.858620689655172,68,1.3147840860405,1.0583762420402734,0.918819188191882,False,"Good normal: False, Bad normal: False",-0.2643141283880175,-0.06019849853671
SE_Std,variability,Levene test,0.0015472747947988337,5.324521628014121,**,456,4.805926183549245,3.687776429269535,3.8074965564819347,68,5.883201530875336,8.509516444591238,3.6981139507483647,True,Variance ratio: 5.325,-1.0772753473260916,0.10938260573357006
SE_IQR,variability,Levene test,6.274757516644441e-05,10.255353389161785,***,456,6.172470216033967,5.040559874037343,4.71186947883199,68,9.196096081278458,16.141879204798812,5.064746752275354,True,Variance ratio: 10.255,-3.023625865244491,-0.3528772734433643
SE_Kurtosis,distribution_shape,Mann-Whitney U,0.00490672839019193,0.12289058806171393,**,456,3.267128902535404,1.1616061071118937,2.94324005827556,68,2.8388256620514256,0.8283971996234529,2.685841461744125,False,"Good normal: False, Bad normal: False",0.42830324048397816,0.2573985965314347
SE_Positive_Std,variability,Levene test,0.0016633395384466933,3.6833318189261726,**,456,2.9648197831380876,2.261659972452103,2.313003982163435,68,3.412231707512087,4.340579692214833,2.5065870184404346,True,Variance ratio: 3.683,-0.44741192437399935,-0.19358303627699947
SE_Negative_Std,variability,Levene test,0.034103174814025895,3.96154150267811,*,456,2.952947257857991,2.3063706163731434,2.309935693481405,68,3.211563908835441,4.590512787117119,1.93070023365847,True,Variance ratio: 3.962,-0.2586166509774501,0.37923545982293505
rSO2_Mean,location,Mann-Whitney U,3.7364412147691344e-06,0.20206715799862163,***,456,-0.0005753678967446847,0.018149183509364026,-2.7150360184662e-05,68,-0.05529327902182924,0.14171658561333517,-0.0094465532820235,False,"Good normal: False, Bad normal: False",0.054717911125084555,0.009419402921838838
rSO2_Std,variability,Levene test,3.579319592605425e-11,3.2229759519248193,***,456,0.6438522365931418,0.49285192458717786,0.5376729967924254,68,1.1504911463996337,0.884799746113057,0.995334511587731,True,Variance ratio: 3.223,-0.5066389098064918,-0.4576615147953056
rSO2_Q1,location,Mann-Whitney U,7.004880615684776e-07,0.21673226403620138,***,456,-0.3535923667315111,0.29621557665208,-0.3022549020395045,68,-0.7330891705398906,0.6519512835048786,-0.562422120330974,False,"Good normal: False, Bad normal: False",0.3794968038083795,0.26016721829146955
rSO2_Q3,location,Mann-Whitney U,1.2316729481199211e-06,0.21189390424375185,***,456,0.33580495135383254,0.279212999354958,0.28966607576584746,68,0.6143242293916505,0.47600017835152686,0.543990801981626,False,"Good normal: False, Bad normal: False",-0.278519278037818,-0.2543247262157785
rSO2_IQR,variability,Levene test,9.882739853428947e-12,3.886071273691225,***,456,0.6893973180853435,0.5657614342592782,0.6038341668373665,68,1.3474133999315414,1.1152923435739992,1.159050816686005,True,Variance ratio: 3.886,-0.6580160818461979,-0.5552166498486385
rSO2_Min,location,Mann-Whitney U,0.00018693094685509373,0.16321025299879385,***,456,-1.7296419951329682,1.5175734767686537,-1.312260347961395,68,-2.990403416727077,2.760327948008549,-2.221573503264015,False,"Good normal: False, Bad normal: False",1.2607614215941088,0.9093131553026201
rSO2_Max,location,Mann-Whitney U,0.0005894702455532287,0.15012042689363952,***,456,1.8757716664154944,1.628288406544855,1.419475585172075,68,2.8361901868699544,2.2491135377938347,2.5383057030491303,False,"Good normal: False, Bad normal: False",-0.96041852045446,-1.1188301178770552
rSO2_Range,variability,Levene test,5.7332023110050695e-06,2.3101149681653697,***,456,3.605413661548462,3.0963381506504684,2.88629680948112,68,5.826593603597032,4.706143665907993,4.975040824546755,True,Variance ratio: 2.310,-2.2211799420485696,-2.088744015065635
rSO2_KDE_Entropy,complexity,Mann-Whitney U,7.754755268994394e-06,0.1953534649532846,***,456,3.0408893927752385,0.019289372223640428,3.034106042197385,68,3.065928738457796,0.045963080424835656,3.04773946414882,False,"Good normal: False, Bad normal: False",-0.02503934568255728,-0.013633421951434688
rSO2_Mode_Angle,location,Mann-Whitney U,0.017743283916579432,0.10357465555697327,*,456,-0.0037919207082430465,0.05183078930807671,0.002010188598577,68,-0.03525478484586666,0.11379895243588518,-0.0120438382167745,False,"Good normal: False, Bad normal: False",0.031462864137623614,0.0140540268153515
rSO2_Positive_Mean,location,Mann-Whitney U,2.653949379129971e-06,0.205142704533357,***,456,0.48407111090976346,0.39648818579710293,0.403632088406782,68,0.822968933088023,0.5655022157150323,0.7726815388069466,False,"Good normal: False, Bad normal: False",-0.33889782217825953,-0.36904945040016457
rSO2_Positive_Std,variability,Levene test,0.00017758384467251613,1.8691353336195087,***,456,0.4532205118437199,0.3738997334586184,0.358862550437488,68,0.7057107842214335,0.5111819722354284,0.6643831787619785,True,Variance ratio: 1.869,-0.2524902723777136,-0.3055206283244905
rSO2_Negative_Mean,location,Mann-Whitney U,3.326301383929367e-06,0.20311734462023862,***,456,-0.46148704060963347,0.3436214961423645,-0.397466680417839,68,-0.91262190129635,0.7905540467556781,-0.7375658417961419,False,"Good normal: False, Bad normal: False",0.45113486068671654,0.3400991613783029
rSO2_Negative_Std,variability,Levene test,5.536686231759484e-11,5.436717504479779,***,456,0.4123972908978957,0.3223908789988667,0.33283074888603104,68,0.7766793760269824,0.7517113887328615,0.58861650314504,True,Variance ratio: 5.437,-0.3642820851290868,-0.25578575425900896
MAP_IQR,variability,Levene test,0.005498020846599584,4.67529042500975,**,456,5.828228480666546,6.822142041154612,3.754120319302455,68,8.749472410899754,14.75112198579582,4.6713028175350555,True,Variance ratio: 4.675,-2.9212439302332083,-0.9171824982326005
MAP_N_Peaks,complexity,Mann-Whitney U,0.03712685824739605,0.09105596581873124,*,456,1.105263157894737,0.48933093685210144,1.0,68,1.2352941176470589,0.7354082439965,1.0,False,"Good normal: False, Bad normal: False",-0.13003095975232193,0.0
MAP_Directional_Asymmetry,proportion,Mann-Whitney U,0.00043945982309287495,0.1535612508619819,***,456,0.06413888888888888,0.07120282613873168,0.04,68,0.11360784313725489,0.11206934806941957,0.0666666666666667,False,"Good normal: False, Bad normal: False",-0.049468954248366004,-0.026666666666666693
MAP_Positive_Mean,location,Mann-Whitney U,0.04963304515596969,0.08575898965454262,*,456,4.14574443540729,4.431525831260589,2.85397901569526,68,5.718770446286984,7.1883498323060255,3.90178976064228,False,"Good normal: False, Bad normal: False",-1.573026010879694,-1.0478107449470198
rSO2_contra_Q1,location,Mann-Whitney U,0.011028718391839528,0.11103850505621769,*,456,-0.2781556895979212,0.26439928721071343,-0.220367328491626,68,-0.336382433878991,0.2378516937233521,-0.3273953533659375,False,"Good normal: False, Bad normal: False",0.05822674428106983,0.10702802487431151
rSO2_contra_Q3,location,Mann-Whitney U,0.0012400700563555262,0.1410813500317388,**,456,0.2702689213169669,0.2610556596009066,0.208545555430259,68,0.36449850844597725,0.2637351929860018,0.300188619990162,False,"Good normal: False, Bad normal: False",-0.09422958712901036,-0.09164306455990301
rSO2_contra_Kurtosis,distribution_shape,Mann-Whitney U,0.0347795760994784,0.09256976809193955,*,452,4.0972120621457115,1.9757907675452582,3.444062316715925,68,3.563952243391173,1.496765114861647,2.9525989652100204,False,"Good normal: False, Bad normal: False",0.5332598187545385,0.4914633515059048
rSO2_contra_KDE_Entropy,complexity,Mann-Whitney U,0.017456799774246325,0.1038372238635834,*,456,3.0360700417324353,0.011989530617967032,3.03200621011256,68,3.0389971602277615,0.014508109591912306,3.034886090296645,False,"Good normal: False, Bad normal: False",-0.00292711849532612,-0.0028798801840848043
rSO2_contra_Positive_Mean,location,Mann-Whitney U,0.003685912928426971,0.12734274638688178,**,452,0.37904861303829435,0.31256760193476063,0.331664220698264,68,0.4820299876210031,0.31837457972131117,0.4873914794220605,False,"Good normal: False, Bad normal: False",-0.10298137458270873,-0.1557272587237965
rSO2_contra_Negative_Mean,location,Mann-Whitney U,0.029180896406463826,0.09564467119443985,*,452,-0.3695961523104502,0.29766431626036083,-0.315852743397671,68,-0.4435796466673172,0.3075192665882408,-0.382694510353335,False,"Good normal: False, Bad normal: False",0.07398349435686702,0.06684176695566402
SE_Band_Power,power,Mann-Whitney U,0.00021993596752344324,0.16141434215951633,***,456,0.7031899663128593,0.08241572940924989,0.713864399926619,68,0.6361750083861769,0.17100421018683257,0.659968899375941,False,"Good normal: False, Bad normal: False",0.06701495792668244,0.05389550055067793
rSO2_contra_Band_Power,power,Mann-Whitney U,0.002594021321160927,0.1320916310725815,**,452,0.7008022607682266,0.07811503168209394,0.707035757754786,68,0.640377534338976,0.1670502908541322,0.688583018339073,False,"Good normal: False, Bad normal: False",0.060424726429250564,0.018452739415713015
rSO2_sympathetic_activity,biomarker,Mann-Whitney U,0.021210195046433178,0.1736872546553616,*,152,0.7610088790034376,0.0048126312415597535,0.75939198848191,24,0.7686103076041091,0.014476081584136121,0.7628562447344904,False,"Good normal: False, Bad normal: False",-0.007601428600671478,-0.0034642562525804
rSO2_baroreflex_sensitivity,biomarker,Mann-Whitney U,0.0009089084415102776,0.2500511552054271,***,152,0.9989426625205007,0.0012395629464054334,0.999479798513787,24,0.9913042197344399,0.016288224911325824,0.998388813094548,False,"Good normal: False, Bad normal: False",0.0076384427860607396,0.0010909854192390211
rSO2_arterial_stiffness_index,biomarker,Mann-Whitney U,0.023597931029374016,0.17259886887332881,*,152,0.029342105263157902,0.02648125240654257,0.02,20,0.03733333333333335,0.02045105410572002,0.0333333333333334,False,"Good normal: False, Bad normal: True",-0.007991228070175448,-0.013333333333333402
