Scale,Metric,Metric_Type,Test_Type,p_value,Effect_Size,Significance,Good_MOCA_N,Good_MOCA_Mean,Good_MOCA_Std,Good_MOCA_Median,Bad_MOCA_N,Bad_MOCA_Mean,Bad_MOCA_Std,Bad_MOCA_Median,Normality_Assumption,Additional_Info,Mean_Difference,Median_Difference
scale_5,ActualFS,technical,Mann-Whitney U,0.22721361796128614,0.10550567339002642,ns,114,1.0504699576524827,0.6073932715497653,0.858620689655172,17,1.3147840860404998,1.0828978633085373,0.918819188191882,False,"Good normal: False, Bad normal: False",-0.26431412838801704,-0.06019849853671
scale_5,DataQuality,technical,t-test,,0.0,ns,114,1.0,0.0,1.0,17,1.0,0.0,1.0,True,"Good normal: True, Bad normal: True",0.0,0.0
scale_5,SignalLength,technical,Mann-Whitney U,0.7853028946127603,0.02380101425741557,ns,114,250.0,41.00507199363928,250.0,17,247.05882352941177,41.346811527969265,250.0,False,"Good normal: False, Bad normal: False",2.941176470588232,0.0
scale_5,SE_Mean,location,Mann-Whitney U,0.8829320396572282,0.012865586324889431,ns,114,-0.00014923898158662226,0.07584664804486796,0.00044532020219675,17,0.09076793665932623,0.6259635164260624,0.0025000071486832,False,"Good normal: False, Bad normal: False",-0.09091717564091285,-0.00205468694648645
scale_5,SE_Std,variability,Levene test,0.199255685252613,4.663072433998537,ns,114,6.105335474398758,4.004337347979894,5.1761637236660345,17,6.74944183726375,8.647025477633822,5.39878833256259,True,Variance ratio: 4.663,-0.6441063628649921,-0.2226246088965551
scale_5,SE_Median,location,Mann-Whitney U,0.4657461105545154,0.06372953226049881,ns,114,0.02708834364636666,0.44513590307552064,-0.008884977438595499,17,-0.11701986366769956,0.933501222823647,0.0200301921794062,False,"Good normal: False, Bad normal: False",0.14410820731406623,-0.0289151696180017
scale_5,SE_Q1,location,Mann-Whitney U,0.6735994671053641,0.03680156088282326,ns,114,-3.918047373063137,2.795380469934698,-3.1536998502809652,17,-5.351225411698723,9.375504183035684,-3.68478418194607,False,"Good normal: False, Bad normal: False",1.4331780386355857,0.5310843316651046
scale_5,SE_Q3,location,Mann-Whitney U,0.7242959804792836,0.030817567243339797,ns,114,3.8293105439761574,2.783002146168398,3.0120029622131197,17,4.919567406602598,7.241313287100381,2.64348508393999,False,"Good normal: False, Bad normal: False",-1.0902568626264402,0.36851787827312954
scale_5,SE_IQR,variability,Levene test,0.06765803306126977,8.963203950904157,ns,114,7.747357917039294,5.52518246637303,6.11318729426484,17,10.270792818301318,16.54162854717991,5.93539214880496,True,Variance ratio: 8.963,-2.523434901262024,0.1777951454598803
scale_5,SE_Min,location,Mann-Whitney U,0.27465094983691263,0.09544469854976109,ns,114,-15.64778458009893,10.906694642126999,-11.66421736971815,17,-13.742386955633114,13.408301481304745,-11.522167903675,False,"Good normal: False, Bad normal: False",-1.9053976244658166,-0.14204946604315083
scale_5,SE_Max,location,Mann-Whitney U,0.474164352167741,0.06253273353260212,ns,114,15.688401684889582,10.777910604428058,12.81590745255265,17,14.962909787871425,14.727211664731673,13.8227847206237,False,"Good normal: False, Bad normal: False",0.7254918970181574,-1.0068772680710492
scale_5,SE_Range,variability,Levene test,0.6832429019172201,1.7026699708750126,ns,114,31.33618626498852,21.491424768939858,25.401342157765903,17,28.705296743504526,28.04338576812853,23.2250888988426,True,Variance ratio: 1.703,2.6308895214839936,2.1762532589233032
scale_5,SE_Kurtosis,distribution_shape,Mann-Whitney U,0.08622192035325017,0.1498990406690606,ns,114,3.424001662135985,1.340584413957726,3.147092367161945,17,2.8880119052553037,0.8538787840542008,2.50426271062259,False,"Good normal: False, Bad normal: True",0.5359897568806811,0.6428296565393552
scale_5,SE_Skewness,distribution_shape,Mann-Whitney U,0.27465094983691263,0.09544469854976109,ns,114,0.02971752413915949,0.23823370800898735,0.00915459961623085,17,0.11234531949715676,0.28248955991227875,0.0365055097884728,False,"Good normal: False, Bad normal: True",-0.08262779535799727,-0.02735091017224195
scale_5,SE_KDE_Entropy,complexity,Mann-Whitney U,0.595559447377199,0.046375950705996795,ns,114,3.463994461224536,0.32842402418006045,3.39082804791131,17,3.45484924863008,0.4375848109077878,3.41234614011699,False,"Good normal: False, Bad normal: False",0.009145212594455998,-0.021518092205679906
scale_5,SE_N_Peaks,complexity,Mann-Whitney U,0.6131952299128157,0.04416729148468292,ns,114,1.043859649122807,0.2449616505002467,1.0,17,1.1764705882352942,0.7276068751089988,1.0,False,"Good normal: False, Bad normal: False",-0.13261093911248722,0.0
scale_5,SE_Mode_Angle,location,Mann-Whitney U,0.6786074594987044,0.03620316151887492,ns,114,-0.07752894823348952,1.4792317025650132,-0.015473990658588151,17,-3.0018674574544923,12.338329002451486,4.43955410638353e-05,False,"Good normal: False, Bad normal: False",2.924338509221003,-0.015518386199651986
scale_5,SE_Positive_Ratio,proportion,Mann-Whitney U,0.3728999843705081,0.07785178476174473,ns,114,0.4999707602339182,0.031325253505516515,0.4983333333333335,17,0.502,0.02966338933208186,0.506666666666667,False,"Good normal: False, Bad normal: False",-0.002029239766081825,-0.008333333333333526
scale_5,SE_Negative_Ratio,proportion,Mann-Whitney U,0.3728999843705081,0.07785178476174473,ns,114,0.5000292397660819,0.031325253505516515,0.5016666666666665,17,0.49799999999999994,0.029663389332081857,0.493333333333333,False,"Good normal: False, Bad normal: False",0.0020292397660819916,0.00833333333333347
scale_5,SE_Directional_Asymmetry,proportion,Mann-Whitney U,0.541443110855252,0.053351181659536964,ns,114,0.04287719298245614,0.04550127799555634,0.0333333333333334,17,0.04525490196078432,0.036887126897048435,0.04,False,"Good normal: False, Bad normal: False",-0.0023777089783281816,-0.006666666666666599
scale_5,SE_Positive_Mean,location,Mann-Whitney U,0.8078975039392791,0.021243177420166272,ns,114,4.756789546009828,3.1783236485654953,3.86476134637223,17,5.705255493098834,7.803380562004523,4.66698773135408,False,"Good normal: False, Bad normal: False",-0.948465947089006,-0.8022263849818501
scale_5,SE_Positive_Std,variability,Levene test,0.2626201818632342,3.177420280220863,ns,114,3.800062771844281,2.4609958909745844,3.1805997675120548,17,3.963022672618635,4.3868038924608435,3.68949084655002,True,Variance ratio: 3.177,-0.16295990077435407,-0.5088910790379653
scale_5,SE_Negative_Mean,location,Mann-Whitney U,0.5042760188725235,0.058343937984963706,ns,114,-4.7736085895062805,3.218191070537597,-3.86651597450079,17,-5.279688270237339,7.039060702919059,-4.12288495906328,False,"Good normal: False, Bad normal: False",0.5060796807310588,0.25636898456249035
scale_5,SE_Negative_Std,variability,Levene test,0.29135257091682026,3.435921947494203,ns,114,3.7814625550129115,2.5201319532089634,3.106670404316575,17,3.765636111543089,4.671377081232356,2.9498847683658,True,Variance ratio: 3.436,0.015826443469822316,0.15678563595077533
scale_5,rSO2_Mean,location,Mann-Whitney U,0.004624932511230828,0.24743813699264094,**,114,0.0004102816407880482,0.014068395020929712,0.00046383928346844995,17,-0.05796651545175447,0.14382642706201101,-0.0081520176808564,False,"Good normal: False, Bad normal: False",0.058376797092542516,0.00861585696432485
scale_5,rSO2_Std,variability,Levene test,0.002010671278744429,3.092915928548326,**,114,0.7959882477619433,0.5202439664418632,0.700479962472096,17,1.355252506937747,0.9149368292786643,1.1560805461716,True,Variance ratio: 3.093,-0.5592642591758037,-0.45560058369950396
scale_5,rSO2_Median,location,Mann-Whitney U,0.10675797132377152,0.14092305020983542,ns,114,-0.01157860863427501,0.08469353235027285,-0.00118097581494635,17,0.0015370569296710962,0.13189921670151572,0.008489017177565,False,"Good normal: False, Bad normal: False",-0.013115665563946105,-0.00966999299251135
scale_5,rSO2_Q1,location,Mann-Whitney U,0.003976728001536796,0.25162693254027935,**,114,-0.4188766796645262,0.30413939282944247,-0.374617662780067,17,-0.8378262221227901,0.6570631555486686,-0.789356247521681,False,"Good normal: False, Bad normal: True",0.41894954245826393,0.414738584741614
scale_5,rSO2_Q3,location,Mann-Whitney U,0.004243697580990292,0.2498317344484343,**,114,0.39863468871702407,0.28702216277259746,0.35157093224489955,17,0.7058252621184526,0.473925039491533,0.643775644077005,False,"Good normal: False, Bad normal: True",-0.3071905734014286,-0.2922047118321055
scale_5,rSO2_IQR,variability,Levene test,0.001568964487611414,3.70454169830225,**,114,0.8175113683815501,0.5805634484088034,0.7336239180702595,17,1.5436514842412419,1.1174212690074625,1.42872774878962,True,Variance ratio: 3.705,-0.7261401158596917,-0.6951038307193604
scale_5,rSO2_Min,location,Mann-Whitney U,0.05471371309754663,0.16785102158751092,ns,114,-2.2524192662834706,1.7358170023359756,-1.84276562534123,17,-3.6794620728984895,3.115073447484647,-3.58910404758705,False,"Good normal: False, Bad normal: False",1.427042806615019,1.7463384222458203
scale_5,rSO2_Max,location,Mann-Whitney U,0.07779666969876903,0.15408783621669903,ns,114,2.4321573518704667,1.8214363560219256,2.01454898821923,17,3.531043237219418,2.584147964633068,3.30816958787015,False,"Good normal: False, Bad normal: True",-1.0988858853489512,-1.2936205996509198
scale_5,rSO2_Range,variability,Levene test,0.04544555855705543,2.339597343183691,*,114,4.684576618153936,3.495495782739259,3.9584481004554,17,7.210505310117908,5.346620291037488,6.9587496565025,True,Variance ratio: 2.340,-2.525928691963972,-3.0003015560471002
scale_5,rSO2_Kurtosis,distribution_shape,Mann-Whitney U,0.25700078686612826,0.09903509473345122,ns,114,4.660436356269559,2.0157027675067245,4.22805965429142,17,3.9961745607529013,1.5025817174599578,3.59899197908943,False,"Good normal: False, Bad normal: False",0.6642617955166581,0.6290676752019904
scale_5,rSO2_Skewness,distribution_shape,Mann-Whitney U,0.517483155467522,0.05654873989311866,ns,114,0.13669860593656766,0.3930669662536188,0.05676624889964395,17,0.005768552394716837,0.507725885690152,0.0738747815288551,False,"Good normal: False, Bad normal: True",0.13093005354185083,-0.01710853262921115
scale_5,rSO2_KDE_Entropy,complexity,Mann-Whitney U,0.010524607280899852,0.22350216243470705,*,114,3.045494141383021,0.022190482514335558,3.038063059256695,17,3.075301342148257,0.04935554307175919,3.05433222453566,False,"Good normal: False, Bad normal: False",-0.02980720076523591,-0.016269165278965048
scale_5,rSO2_N_Peaks,complexity,t-test,,0.0,ns,114,1.0,0.0,1.0,17,1.0,0.0,1.0,True,"Good normal: True, Bad normal: True",0.0,0.0
scale_5,rSO2_Mode_Angle,location,Mann-Whitney U,0.03460807992896921,0.1846062037780646,*,114,-0.0034233825387281944,0.05455229504799955,0.00339184266311495,17,-0.05144723700308885,0.11453820630488747,-0.0419645414272622,False,"Good normal: False, Bad normal: False",0.04802385446436065,0.04535638409037715
scale_5,rSO2_Positive_Ratio,proportion,Mann-Whitney U,0.3730966772300356,0.0778197551199704,ns,114,0.49441812865497076,0.0377567594449353,0.4963333333333335,17,0.4942352941176471,0.04470377263253854,0.508,False,"Good normal: False, Bad normal: False",0.00018283453732365063,-0.011666666666666492
